,0,1,2,3
0,0.99749833,0.0023508226,0.000101647776,4.9224444e-05
1,0.9999815,2.1613144e-07,1.0029736e-06,1.7278928e-05
2,9.265126e-05,5.5641935e-06,0.00015850588,0.9997433
3,0.00083396013,7.428601e-06,7.011773e-06,0.9991516
4,8.319128e-08,0.9999759,2.326008e-05,7.701046e-07
5,2.3074794e-05,1.6784667e-06,5.265148e-06,0.99996996
6,3.2987525e-06,9.455952e-07,0.9999839,1.1810898e-05
7,0.00015100822,5.0170634e-06,1.2241031e-05,0.9998317
8,3.8373805e-08,0.9999988,9.1535946e-07,2.0588233e-07
9,1.6814336e-07,0.9999989,5.4432235e-07,3.2426126e-07
10,0.9999136,1.3466987e-06,6.434911e-05,2.067208e-05
11,0.0021602854,0.99740136,5.3647742e-05,0.00038476667
12,0.9997758,5.5979604e-06,0.00017067362,4.790996e-05
13,0.00014185112,1.567171e-05,0.0006274758,0.999215
14,0.0026801701,3.9614174e-06,4.5212773e-06,0.99731135
15,0.9976361,0.00088774244,0.00066676055,0.0008094554
16,0.99903995,3.249877e-06,1.8859533e-06,0.0009548391
17,8.459894e-08,0.99999523,3.3492333e-06,1.3656729e-06
18,0.0009426989,2.3099768e-05,9.994553e-05,0.9989342
19,1.444016e-06,0.99998426,1.2892217e-05,1.3984035e-06
20,0.0026378264,5.8819143e-05,0.9962903,0.0010130092
21,0.9945996,0.004728048,0.000106151776,0.0005662325
22,1.0512372e-05,1.3917912e-06,3.4220957e-05,0.99995387
23,0.9998666,1.0203448e-06,2.3049768e-06,0.00013005149
24,9.9921104e-05,5.4974585e-06,2.000802e-05,0.9998746
25,2.3054342e-07,0.99990344,9.4392446e-05,1.8695426e-06
26,7.7518024e-07,0.99993336,6.557072e-05,3.3630013e-07
27,9.36841e-06,3.199727e-06,0.9999168,7.0676455e-05
28,2.4346857e-05,2.5534212e-06,0.99995816,1.49694815e-05
29,0.9976145,0.0022691085,3.892292e-05,7.7523684e-05
30,6.079519e-06,2.4053093e-06,0.99991024,8.127436e-05
31,3.4834034e-07,0.99987876,0.00010334163,1.7497556e-05
32,9.4616644e-07,8.059153e-06,0.99996984,2.1202886e-05
33,1.6395403e-06,1.0457683e-06,0.9999894,7.952967e-06
34,1.4020375e-06,4.3232485e-06,0.99996173,3.2563035e-05
35,2.6401793e-07,0.9999871,8.7035905e-06,3.9537845e-06
36,1.3359367e-07,0.9999939,5.076978e-06,9.0208204e-07
37,4.6597492e-08,0.99998903,9.560137e-06,1.3261364e-06
38,0.9998159,1.3141376e-06,1.1970495e-06,0.0001816915
39,0.99325585,6.1781204e-05,1.7843846e-05,0.0066645257
40,1.259072e-07,0.99999666,2.938049e-06,2.3281888e-07
41,3.168977e-05,0.9999137,5.2200037e-05,2.43188e-06
42,7.136136e-05,1.5742296e-06,0.9999002,2.6778765e-05
43,4.7204747e-08,0.9999821,1.7182087e-05,6.308786e-07
44,4.437531e-07,1.3214103e-06,0.99999225,5.9780373e-06
45,0.99956113,1.558647e-05,0.00016588508,0.0002574309
46,0.99824214,1.9348869e-05,7.818467e-05,0.0016603416
47,3.1849615e-06,0.00035702364,0.9996184,2.1342614e-05
48,3.2201193e-08,0.9999964,3.0171136e-06,4.7559718e-07
49,5.78974e-05,7.6698625e-06,0.9998872,4.7166865e-05
50,1.1527654e-05,0.9999821,4.3424643e-06,2.018438e-06
51,0.001969487,2.4040053e-05,8.6528635e-05,0.99792
52,6.5407626e-06,1.4967835e-06,1.652434e-05,0.99997544
53,1.9132361e-08,0.99999845,1.0013066e-06,5.0257324e-07
54,5.5047226e-06,1.7248155e-06,0.99996483,2.790561e-05
55,4.1677675e-05,1.5698882e-06,1.43576135e-05,0.9999424
56,4.892986e-08,0.9999963,3.0472675e-06,5.991974e-07
57,0.9975188,7.125981e-05,0.0022671896,0.00014281792
58,0.9996357,3.6806623e-06,0.0003268932,3.368011e-05
59,0.9999213,9.962652e-07,6.44188e-05,1.3206861e-05
60,0.99981517,4.069973e-07,7.6689696e-07,0.00018364246
61,7.096133e-06,0.99987054,0.00011452381,7.821261e-06
62,0.0003790721,3.6971112e-06,9.539683e-06,0.99960774
63,6.3492253e-06,8.066644e-06,0.99997675,8.859231e-06
64,0.9999865,3.6856866e-07,8.907708e-06,4.181027e-06
